"[0, 108]","[10, 82]","[20, 72]","[30, 77]","[40, 93]","[50, 104]","[60, 85]","[70, 73]","[80, 79]","[90, 101]"
"[0, 104]","[10, 85]","[20, 72]","[30, 73]","[40, 91]","[50, 104]","[60, 85]","[70, 72]","[80, 81]","[90, 95]"
"[0, 103]","[10, 88]","[20, 72]","[30, 74]","[40, 93]","[50, 104]","[60, 86]","[70, 70]","[80, 83]","[90, 97]"
"[0, 103]","[10, 84]","[20, 71]","[30, 77]","[40, 93]","[50, 99]","[60, 90]","[70, 71]","[80, 82]","[90, 101]"
"[0, 97]","[10, 85]","[20, 74]","[30, 73]","[40, 91]","[50, 103]","[60, 86]","[70, 71]","[80, 85]","[90, 103]"
"[0, 98]","[10, 81]","[20, 70]","[30, 74]","[40, 92]","[50, 103]","[60, 86]","[70, 70]","[80, 81]","[90, 102]"
"[0, 99]","[10, 86]","[20, 69]","[30, 75]","[40, 91]","[50, 100]","[60, 86]","[70, 70]","[80, 78]","[90, 100]"
"[0, 99]","[10, 86]","[20, 71]","[30, 74]","[40, 91]","[50, 103]","[60, 87]","[70, 72]","[80, 85]","[90, 97]"
"[0, 100]","[10, 85]","[20, 74]","[30, 75]","[40, 94]","[50, 106]","[60, 87]","[70, 74]","[80, 80]","[90, 99]"
"[0, 99]","[10, 85]","[20, 73]","[30, 73]","[40, 91]","[50, 105]","[60, 85]","[70, 73]","[80, 83]","[90, 99]"
"[0, 97]","[10, 83]","[20, 71]","[30, 74]","[40, 94]","[50, 101]","[60, 86]","[70, 72]","[80, 83]","[90, 101]"
"[0, 95]","[10, 82]","[20, 74]","[30, 75]","[40, 92]","[50, 100]","[60, 85]","[70, 73]","[80, 82]","[90, 96]"
"[0, 99]","[10, 87]","[20, 75]","[30, 76]","[40, 93]","[50, 100]","[60, 86]","[70, 70]","[80, 85]","[90, 103]"
"[0, 102]","[10, 84]","[20, 69]","[30, 72]","[40, 92]","[50, 98]","[60, 84]","[70, 72]","[80, 84]","[90, 101]"
"[0, 100]","[10, 84]","[20, 72]","[30, 71]","[40, 91]","[50, 100]","[60, 88]","[70, 70]","[80, 85]","[90, 101]"
"[0, 106]","[10, 83]","[20, 71]","[30, 76]","[40, 92]","[50, 94]","[60, 86]","[70, 71]","[80, 83]","[90, 98]"
"[0, 103]","[10, 84]","[20, 72]","[30, 72]","[40, 92]","[50, 101]","[60, 87]","[70, 73]","[80, 83]","[90, 98]"
"[0, 99]","[10, 84]","[20, 72]","[30, 75]","[40, 95]","[50, 102]","[60, 89]","[70, 72]","[80, 83]","[90, 103]"
"[0, 102]","[10, 81]","[20, 73]","[30, 72]","[40, 92]","[50, 101]","[60, 88]","[70, 70]","[80, 80]","[90, 103]"
"[0, 103]","[10, 84]","[20, 70]","[30, 70]","[40, 91]","[50, 100]","[60, 86]","[70, 70]","[80, 82]","[90, 97]"
"[0, 102]","[10, 85]","[20, 74]","[30, 75]","[40, 92]","[50, 102]","[60, 86]","[70, 72]","[80, 81]","[90, 102]"
"[0, 104]","[10, 79]","[20, 71]","[30, 75]","[40, 91]","[50, 101]","[60, 83]","[70, 71]","[80, 81]","[90, 101]"
"[0, 108]","[10, 82]","[20, 74]","[30, 74]","[40, 88]","[50, 101]","[60, 86]","[70, 70]","[80, 81]","[90, 101]"
"[0, 97]","[10, 77]","[20, 72]","[30, 77]","[40, 92]","[50, 100]","[60, 86]","[70, 74]","[80, 85]","[90, 100]"
"[0, 94]","[10, 79]","[20, 71]","[30, 72]","[40, 90]","[50, 99]","[60, 86]","[70, 70]","[80, 85]","[90, 100]"
"[0, 105]","[10, 86]","[20, 72]","[30, 74]","[40, 89]","[50, 106]","[60, 89]","[70, 72]","[80, 81]","[90, 104]"
"[0, 102]","[10, 84]","[20, 72]","[30, 73]","[40, 93]","[50, 100]","[60, 85]","[70, 73]","[80, 81]","[90, 100]"
"[0, 86]","[10, 84]","[20, 74]","[30, 76]","[40, 91]","[50, 105]","[60, 85]","[70, 72]","[80, 84]","[90, 97]"
"[0, 94]","[10, 82]","[20, 75]","[30, 75]","[40, 90]","[50, 98]","[60, 86]","[70, 73]","[80, 82]","[90, 105]"
"[0, 99]","[10, 81]","[20, 71]","[30, 73]","[40, 93]","[50, 100]","[60, 89]","[70, 73]","[80, 82]","[90, 97]"
"[0, 97]","[10, 84]","[20, 72]","[30, 73]","[40, 89]","[50, 99]","[60, 87]","[70, 72]","[80, 85]","[90, 103]"
"[0, 99]","[10, 84]","[20, 72]","[30, 70]","[40, 92]","[50, 99]","[60, 87]","[70, 70]","[80, 81]","[90, 99]"
"[0, 103]","[10, 83]","[20, 74]","[30, 70]","[40, 93]","[50, 102]","[60, 87]","[70, 74]","[80, 80]","[90, 95]"
"[0, 101]","[10, 86]","[20, 71]","[30, 75]","[40, 90]","[50, 95]","[60, 87]","[70, 73]","[80, 88]","[90, 93]"
"[0, 103]","[10, 84]","[20, 73]","[30, 74]","[40, 93]","[50, 97]","[60, 87]","[70, 72]","[80, 81]","[90, 97]"
"[0, 99]","[10, 80]","[20, 73]","[30, 72]","[40, 92]","[50, 101]","[60, 86]","[70, 73]","[80, 83]","[90, 101]"
"[0, 105]","[10, 84]","[20, 72]","[30, 76]","[40, 90]","[50, 101]","[60, 84]","[70, 70]","[80, 82]","[90, 101]"
"[0, 107]","[10, 83]","[20, 70]","[30, 75]","[40, 91]","[50, 98]","[60, 84]","[70, 71]","[80, 82]","[90, 95]"
"[0, 106]","[10, 85]","[20, 70]","[30, 76]","[40, 92]","[50, 94]","[60, 85]","[70, 74]","[80, 81]","[90, 98]"
"[0, 103]","[10, 87]","[20, 73]","[30, 76]","[40, 89]","[50, 102]","[60, 87]","[70, 70]","[80, 83]","[90, 103]"
"[0, 101]","[10, 84]","[20, 72]","[30, 72]","[40, 89]","[50, 98]","[60, 85]","[70, 72]","[80, 81]","[90, 100]"
"[0, 96]","[10, 83]","[20, 72]","[30, 75]","[40, 90]","[50, 100]","[60, 87]","[70, 72]","[80, 85]","[90, 99]"
"[0, 102]","[10, 86]","[20, 72]","[30, 75]","[40, 92]","[50, 95]","[60, 84]","[70, 71]","[80, 79]","[90, 99]"
"[0, 99]","[10, 85]","[20, 69]","[30, 73]","[40, 92]","[50, 102]","[60, 89]","[70, 74]","[80, 84]","[90, 102]"
"[0, 101]","[10, 85]","[20, 72]","[30, 74]","[40, 93]","[50, 95]","[60, 85]","[70, 73]","[80, 86]","[90, 102]"
"[0, 100]","[10, 84]","[20, 71]","[30, 75]","[40, 92]","[50, 97]","[60, 88]","[70, 73]","[80, 82]","[90, 100]"
"[0, 101]","[10, 83]","[20, 73]","[30, 72]","[40, 90]","[50, 100]","[60, 88]","[70, 71]","[80, 82]","[90, 96]"
"[0, 102]","[10, 83]","[20, 72]","[30, 74]","[40, 92]","[50, 95]","[60, 82]","[70, 72]","[80, 83]","[90, 99]"
"[0, 104]","[10, 80]","[20, 72]","[30, 73]","[40, 89]","[50, 97]","[60, 87]","[70, 73]","[80, 82]","[90, 99]"
"[0, 101]","[10, 83]","[20, 71]","[30, 75]","[40, 92]","[50, 99]","[60, 87]","[70, 73]","[80, 83]","[90, 101]"
"[0, 103]","[10, 84]","[20, 74]","[30, 73]","[40, 93]","[50, 112]","[60, 87]","[70, 72]","[80, 82]","[90, 100]"
"[0, 99]","[10, 83]","[20, 73]","[30, 75]","[40, 89]","[50, 101]","[60, 84]","[70, 74]","[80, 83]","[90, 98]"
"[0, 104]","[10, 77]","[20, 72]","[30, 71]","[40, 94]","[50, 94]","[60, 86]","[70, 71]","[80, 84]","[90, 103]"
"[0, 100]","[10, 79]","[20, 73]","[30, 72]","[40, 94]","[50, 102]","[60, 87]","[70, 72]","[80, 84]","[90, 95]"
"[0, 109]","[10, 85]","[20, 74]","[30, 75]","[40, 89]","[50, 100]","[60, 85]","[70, 71]","[80, 85]","[90, 97]"
"[0, 103]","[10, 88]","[20, 72]","[30, 74]","[40, 92]","[50, 104]","[60, 85]","[70, 72]","[80, 80]","[90, 99]"
"[0, 103]","[10, 81]","[20, 71]","[30, 72]","[40, 93]","[50, 101]","[60, 84]","[70, 72]","[80, 83]","[90, 101]"
"[0, 103]","[10, 83]","[20, 70]","[30, 73]","[40, 90]","[50, 100]","[60, 86]","[70, 70]","[80, 84]","[90, 97]"
"[0, 99]","[10, 82]","[20, 74]","[30, 74]","[40, 86]","[50, 99]","[60, 85]","[70, 71]","[80, 85]","[90, 97]"
"[0, 100]","[10, 84]","[20, 72]","[30, 76]","[40, 89]","[50, 96]","[60, 84]","[70, 73]","[80, 82]","[90, 97]"
"[0, 107]","[10, 82]","[20, 71]","[30, 76]","[40, 88]","[50, 106]","[60, 86]","[70, 71]","[80, 82]","[90, 94]"
"[0, 105]","[10, 87]","[20, 71]","[30, 75]","[40, 90]","[50, 96]","[60, 86]","[70, 72]","[80, 80]","[90, 101]"
"[0, 95]","[10, 82]","[20, 71]","[30, 73]","[40, 92]","[50, 101]","[60, 86]","[70, 72]","[80, 83]","[90, 101]"
"[0, 101]","[10, 84]","[20, 72]","[30, 72]","[40, 92]","[50, 104]","[60, 86]","[70, 73]","[80, 82]","[90, 99]"
"[0, 96]","[10, 85]","[20, 73]","[30, 75]","[40, 90]","[50, 96]","[60, 86]","[70, 73]","[80, 82]","[90, 101]"
"[0, 100]","[10, 83]","[20, 72]","[30, 74]","[40, 90]","[50, 107]","[60, 87]","[70, 71]","[80, 85]","[90, 96]"
"[0, 91]","[10, 86]","[20, 73]","[30, 74]","[40, 91]","[50, 97]","[60, 85]","[70, 71]","[80, 83]","[90, 103]"
"[0, 97]","[10, 85]","[20, 71]","[30, 73]","[40, 95]","[50, 97]","[60, 86]","[70, 72]","[80, 83]","[90, 95]"
"[0, 100]","[10, 83]","[20, 72]","[30, 73]","[40, 91]","[50, 107]","[60, 86]","[70, 69]","[80, 84]","[90, 101]"
"[0, 106]","[10, 83]","[20, 72]","[30, 73]","[40, 92]","[50, 93]","[60, 87]","[70, 71]","[80, 83]","[90, 98]"
"[0, 102]","[10, 85]","[20, 73]","[30, 75]","[40, 92]","[50, 97]","[60, 88]","[70, 72]","[80, 84]","[90, 100]"
"[0, 103]","[10, 84]","[20, 72]","[30, 74]","[40, 92]","[50, 95]","[60, 84]","[70, 71]","[80, 80]","[90, 98]"
"[0, 104]","[10, 82]","[20, 72]","[30, 77]","[40, 91]","[50, 106]","[60, 84]","[70, 71]","[80, 82]","[90, 98]"
"[0, 102]","[10, 84]","[20, 71]","[30, 75]","[40, 89]","[50, 101]","[60, 88]","[70, 72]","[80, 80]","[90, 99]"
"[0, 103]","[10, 84]","[20, 72]","[30, 73]","[40, 88]","[50, 90]","[60, 87]","[70, 71]","[80, 83]","[90, 100]"
"[0, 101]","[10, 83]","[20, 71]","[30, 75]","[40, 93]","[50, 93]","[60, 89]","[70, 70]","[80, 86]","[90, 104]"
"[0, 99]","[10, 81]","[20, 72]","[30, 75]","[40, 93]","[50, 97]","[60, 87]","[70, 72]","[80, 84]","[90, 99]"
"[0, 92]","[10, 83]","[20, 73]","[30, 72]","[40, 91]","[50, 99]","[60, 87]","[70, 71]","[80, 82]","[90, 99]"
"[0, 99]","[10, 81]","[20, 70]","[30, 75]","[40, 92]","[50, 100]","[60, 83]","[70, 73]","[80, 82]","[90, 103]"
"[0, 102]","[10, 81]","[20, 71]","[30, 74]","[40, 91]","[50, 101]","[60, 85]","[70, 72]","[80, 83]","[90, 102]"
"[0, 96]","[10, 81]","[20, 72]","[30, 74]","[40, 91]","[50, 96]","[60, 87]","[70, 70]","[80, 84]","[90, 100]"
"[0, 102]","[10, 80]","[20, 73]","[30, 73]","[40, 91]","[50, 99]","[60, 85]","[70, 73]","[80, 83]","[90, 101]"
"[0, 96]","[10, 85]","[20, 70]","[30, 75]","[40, 91]","[50, 86]","[60, 88]","[70, 70]","[80, 84]","[90, 99]"
"[0, 104]","[10, 83]","[20, 74]","[30, 71]","[40, 90]","[50, 90]","[60, 86]","[70, 71]","[80, 82]","[90, 99]"
"[0, 99]","[10, 85]","[20, 71]","[30, 73]","[40, 91]","[50, 100]","[60, 83]","[70, 71]","[80, 85]","[90, 100]"
"[0, 106]","[10, 84]","[20, 71]","[30, 74]","[40, 91]","[50, 104]","[60, 82]","[70, 72]","[80, 80]","[90, 100]"
"[0, 97]","[10, 80]","[20, 70]","[30, 74]","[40, 95]","[50, 98]","[60, 84]","[70, 72]","[80, 82]","[90, 98]"
"[0, 106]","[10, 87]","[20, 73]","[30, 74]","[40, 93]","[50, 96]","[60, 84]","[70, 71]","[80, 81]","[90, 99]"
"[0, 100]","[10, 83]","[20, 73]","[30, 73]","[40, 90]","[50, 97]","[60, 84]","[70, 72]","[80, 86]","[90, 96]"
"[0, 105]","[10, 85]","[20, 71]","[30, 74]","[40, 93]","[50, 101]","[60, 85]","[70, 69]","[80, 84]","[90, 98]"
"[0, 99]","[10, 81]","[20, 72]","[30, 73]","[40, 93]","[50, 99]","[60, 88]","[70, 71]","[80, 85]","[90, 95]"
"[0, 94]","[10, 86]","[20, 72]","[30, 73]","[40, 90]","[50, 103]","[60, 86]","[70, 71]","[80, 84]","[90, 99]"
"[0, 103]","[10, 85]","[20, 73]","[30, 74]","[40, 90]","[50, 98]","[60, 85]","[70, 73]","[80, 85]","[90, 100]"
"[0, 100]","[10, 82]","[20, 71]","[30, 75]","[40, 93]","[50, 97]","[60, 87]","[70, 71]","[80, 84]","[90, 101]"
"[0, 99]","[10, 88]","[20, 72]","[30, 71]","[40, 87]","[50, 97]","[60, 85]","[70, 71]","[80, 83]","[90, 97]"
"[0, 106]","[10, 84]","[20, 72]","[30, 75]","[40, 90]","[50, 99]","[60, 85]","[70, 73]","[80, 84]","[90, 100]"
"[0, 96]","[10, 82]","[20, 72]","[30, 73]","[40, 90]","[50, 101]","[60, 85]","[70, 72]","[80, 83]","[90, 99]"
"[0, 98]","[10, 82]","[20, 70]","[30, 70]","[40, 91]","[50, 97]","[60, 88]","[70, 74]","[80, 85]","[90, 98]"
"[0, 103]","[10, 83]","[20, 71]","[30, 75]","[40, 92]","[50, 98]","[60, 87]","[70, 71]","[80, 83]","[90, 104]"
"[0, 101]","[10, 82]","[20, 72]","[30, 73]","[40, 88]","[50, 93]","[60, 85]","[70, 72]","[80, 83]","[90, 98]"
"[0, 97]","[10, 85]","[20, 73]","[30, 71]","[40, 87]","[50, 98]","[60, 87]","[70, 72]","[80, 84]","[90, 101]"
"[0, 96]","[10, 84]","[20, 70]","[30, 72]","[40, 93]","[50, 103]","[60, 85]","[70, 70]","[80, 83]","[90, 101]"
"[0, 108]","[10, 83]","[20, 74]","[30, 74]","[40, 90]","[50, 96]","[60, 85]","[70, 71]","[80, 82]","[90, 99]"
"[0, 103]","[10, 82]","[20, 72]","[30, 73]","[40, 89]","[50, 97]","[60, 87]","[70, 69]","[80, 85]","[90, 97]"
"[0, 101]","[10, 83]","[20, 73]","[30, 76]","[40, 88]","[50, 103]","[60, 84]","[70, 72]","[80, 82]","[90, 101]"
"[0, 102]","[10, 81]","[20, 76]","[30, 75]","[40, 90]","[50, 97]","[60, 84]","[70, 73]","[80, 81]","[90, 102]"
